Gene_ID blastula_rep1	blastula_rep2	gastrula_rep1	gastrula_rep2	elongation_rep1	elongation_rep2	early_larva_rep1	early early_larva_rep2	mitraria_larva_rep1	mitraria_larva_rep2	competent_larva_rep1	competent_larva_rep2	juvenile_rep1
OFUSG18965.1	5.34972	9.76576	0.290498	0.82994	0.154126	0.251069	0.0732373	0.0587785	0.112912	0.0693284	0.0218812	0.0461178	0.00368345
OFUSG18966.1	1.68483	1.02573	0	0.659111	0.762282	0.792818	0	0.476441	0	0.573733	0.486876	1.43029	0.669414
OFUSG18967.1	0.18126	1.08096	0.183194	0.336287	0.271285	0.416348	0.21627	0.344833	0.288967	0.169678	0.121778	0.28377	0.0799304
OFUSG18968.1	0.463217	1.5626	4.99687	0.507097	0	3.45106	0	0	0	0.708222	0.557197	1.1051	0.758983
OFUSG18969.1	37.4902	12.1215	5.39441	1.00011	0.613681	0.321393	1.51123	2.61135	1.75312	0.462821	0.369268	0.525381	0.434809
OFUSG18970.1	3.08924	1.74595	0	1.2612	0	0	0	0	0.443243	0.294071	0.232056	0.126091	0
OFUSG18971.1	0.140288	0.229738	0.0720355	0.074635	0.279443	0	0.42009	0	0.0755255	0.104956	0.0893377	0.102703	0.439654
OFUSG18972.1	1.04332	1.01565	0.774985	2.06093	1.87926	2.29553	3.30184	1.98364	3.43694	0.842579	3.00649	2.57656	3.35992
OFUSG18973.1	0.564161	0.7834	0.301177	0	0.280272	0	0	0	0	0.210586	0	0.0947918	0
OFUSG18974.1	1.38237	0.153448	1.62079	0.444831	0.823985	0.285038	0.16725	0.261465	0	0	0.767804	0.127858	0.139954
OFUSG18975.1	2.38276	2.77832	4.31558	3.05024	5.83166	7.34314	4.13015	6.11546	2.43641	3.06384	14.8295	6.78902	9.85625
OFUSG18976.1	512.781	392.928	724.825	478.037	524.483	461.334	373.667	285.699	164.694	178.929	146.533	153.894	123.933
OFUSG18977.1	0.0219992	0.450328	0.810575	1.76649	0.659504	2.66631	0.444601	0.859317	0.669785	0.42861	5.03121	3.63722	41.0219
OFUSG18978.1	0.0673707	0.193581	0.357915	0.711855	0.0224402	0.640451	0.0266991	0.235338	0	0.639456	0.029313	0.0768459	0.195108
OFUSG18979.1	0.107621	0	0.430015	0.910306	0.134387	0.904733	0.704215	0.768732	2.80192	3.9303	7.05929	4.09531	6.38726
OFUSG18980.1	0	0.0268907	0.223932	0.158166	0.0996668	0.0508158	0.296618	0.427595	0.26223	0.39242	2.12677	0.907239	8.80975
OFUSG18981.1	31.7734	41.8858	5.8646	9.12258	10.6758	15.4325	45.5592	69.8144	41.4973	39.8954	25.1073	21.7652	16.4581
OFUSG18982.1	0.106473	0.0861426	0.53169	0.647278	3.37709	2.3597	5.89006	6.2365	4.7342	5.20534	13.1282	7.527	15.3593
OFUSG18983.1	4.00099	3.92292	1.96182	5.1816	4.69318	6.1777	3.26331	7.77281	5.98967	7.47917	6.58425	6.35624	5.53178
OFUSG18983.2	0.127729	0	0.0948985	0	0	0.00105408	0	0	3.97158e-06	1.32927	2.78009	1.0454	2.99903
OFUSG18983.3	5.54993e-09	0	3.14151e-11	0.196508	1.04655	0.967225	1.26525	2.16386	1.82208	1.42455	2.59638	3.02131	7.05084
OFUSG18984.1	107.703	65.4624	41.4318	56.4614	29.7808	32.9063	19.4086	24.0908	11.1137	12.5465	9.25104	12.0221	8.99878
OFUSG18985.1	0.604709	0.746944	2.29204	0.964953	1.37235	1.44391	0.724922	0.610062	0.163951	0.31726	0.430705	0.3643	0.800395
OFUSG18986.1	0.25625	1.06967	1.24507	1.2594	1.2331	1.55484	1.66674	1.97062	2.0302	3.03532	1.3988	2.35139	1.43559
OFUSG18987.1	0.115063	2.08028	0.0575366	0.912675	0.258593	0.615667	0.0342332	0.410894	0.21215	0.452584	0.73914	0.31221	1.48309
OFUSG18988.1	27.3049	31.3419	13.1036	11.8891	8.48004	8.62542	10.679	7.60141	15.1551	20.3277	8.02723	14.2055	7.26105
OFUSG18989.1	0.0733293	5.31007	38.9823	27.73	124.111	98.1458	122.786	135.708	65.3159	73.8619	17.6015	12.2504	17.4701
OFUSG18989.2	0.667316	0.860144	7.90898	10.7084	19.686	19.2592	29.2861	31.3888	32.2314	27.4701	5.65265	8.12752	6.06471
OFUSG18990.1	128.48	95.5486	32.9223	53.9175	37.9705	32.0134	19.6286	28.6494	39.4936	31.6344	41.9851	78.3234	22.3793
OFUSG18990.2	4.55291e-10	10.3118	0	7.99503	0	1.30791	0.211006	1.20251	0	0.970329	0	0.504322	0
OFUSG18991.1	0	0.259249	0	0.891962	0	0.537035	0	0	0	0	0	0.0653859	0.399156
OFUSG18991.2	0.210499	0.471537	1.60364	0.489156	0.626135	0.556011	0	0	0	0.471403	0.190779	0.181045	0
OFUSG18992.1	3.54468	1.40742	2.64187	2.02229	1.88969	1.66555	1.94021	0.913627	1.34692	1.69473	1.01506	0.958036	4.02093
OFUSG18993.1	0	0.0434887	0.0809203	0.042549	0.0400889	0.081964	0	0.0764371	0	0	0.00433354	0.0105006	0.00947166
OFUSG18994.1	10.5808	3.47171	9.45507	4.06244	6.96382	6.19612	7.72401	6.55285	6.45437	5.0436	4.10971	4.19731	2.72468
OFUSG18995.1	65.9456	62.3127	62.4689	68.6765	45.1944	42.9082	20.3908	20.014	11.5228	18.226	8.76367	12.3376	13.6954
OFUSG18995.2	63.9131	64.6592	88.5732	70.5883	47.2736	55.1867	23.9535	21.2387	7.48242	20.583	10.4933	15.9974	15.3151
OFUSG18996.1	107.368	83.7796	152.568	103.961	78.2951	79.1761	50.4982	34.0323	16.5601	28.8011	15.7714	22.4719	25.859
OFUSG18997.1	59.505	65.2291	11.8152	26.8082	11.7541	12.6937	6.31283	10.3307	7.50535	9.32445	4.20454	4.32907	3.54097
OFUSG18998.1	1.8495	0	8.33741	13.9092	2.50117	1.73958	0	0.158942	0.188562	0	0	0.0700974	0.411054
OFUSG18999.1	41.5578	23.9082	35.0549	32.0862	38.9801	38.4658	38.6261	37.6335	30.9662	28.9232	18.4708	19.5742	14.8668
OFUSG19000.1	25.3319	62.3353	3.0914	16.6094	3.63302	5.25529	3.88963	5.04884	10.8403	10.6586	9.69197	13.8788	7.16445
OFUSG19000.2	5.83912	38.5159	2.59855	7.36004	3.78856	4.14127	3.73848	6.06313	13.6476	7.94434	14.2356	11.0668	13.9832
OFUSG19001.1	5.95489	11.0348	2.27731	2.76056	5.42987	6.59425	5.45051	10.6432	6.81796	7.37071	12.3376	10.6089	20.4044
OFUSG19002.1	1.32465	0.891592	1.10822	0.387426	0.455752	0.466329	0.218014	0.304137	0.291337	0.23945	1.00638	0.258197	0.596108
OFUSG19003.1	8.28004	13.3931	5.84212	6.76558	5.07961	5.57451	4.96616	4.99732	5.95725	4.293	3.27844	3.01818	3.15979
OFUSG19004.1	57.8971	85.2241	72.9062	42.5947	62.5511	56.1044	52.4701	43.6684	26.3398	24.6596	13.9689	16.4037	9.35547
OFUSG19005.1	49.4554	46.4606	24.0737	23.9053	42.2633	28.8624	27.0698	14.8137	9.37602	4.0915	3.87821	3.71435	5.09106
OFUSG19006.1	68.6649	59.5221	15.9312	27.7887	10.0685	15.7235	6.17463	12.2419	7.22526	9.11415	5.75018	6.93887	6.46627
OFUSG19007.1	1.62542	0.995393	0.13137	0.448565	0.139777	0.0999907	0.0259751	0.120986	0.24037	0.34708	4.94575	1.70655	4.75547
OFUSG19007.2	1.53024	2.36972	2.64048	4.09335	4.43838	3.48912	1.29435	2.41936	4.77497	3.82065	12.9923	7.17949	6.26221
OFUSG19007.3	7.18442	7.8594	6.43938	13.833	12.4649	19.3195	7.01767	19.1723	15.4069	21.3136	58.4594	45.0248	57.2274
OFUSG19007.4	5.73712	2.99413	0.383566	1.71486	0.503798	0.722088	0.185534	1.1301	0.954945	2.10435	19.5844	9.87912	31.1937
OFUSG19008.1	77.8948	96.2987	22.7696	25.627	23.0753	21.1301	22.1114	28.4165	47.0934	51.0623	52.1642	91.8538	49.446
OFUSG19009.1	598.385	663.391	648.544	633.443	540.852	519.876	479.827	401.17	419.241	390.543	764.678	606.526	577.13
OFUSG19010.1	0.392477	1.17139	1.39161	1.19661	1.12553	0.951818	1.8743	0.886143	1.46254	1.10215	26.9383	19.9284	151.007
OFUSG19011.1	0	0.48712	0	0.189454	0	0	0	0	0	0	0	0.0986923	0.0408632
OFUSG19012.1	0	0	0	0	0.294367	0	0.177159	0	0	0.165864	0.0704574	0.171589	0.565036
OFUSG19013.1	0.236401	0.33125	0.28279	0.574608	0.496034	0.770598	0.140555	0.608033	0.471961	0.513701	1.49823	1.0781	2.83426
OFUSG19014.1	6.5589	0.28553	5.51789	6.28703	1.75352	6.32172	4.31457	6.18851	1.4417	43.9317	64.1817	26.7726	82.1315
OFUSG19015.1	0	0	0	0	0.0529684	0	0	0	0	0.539018	0.844409	0.389563	0.691944
OFUSG19015.2	0.290455	0.104078	0.095921	0.3649	0	0.140755	0.0500006	0.329612	0.144591	4.24719	5.56699	1.24226	5.06583
OFUSG19016.1	0	0	0	0.243828	0.895761	0.70561	2.18423	2.12867	0	4.38805	2.65558	5.52459	8.31162
OFUSG19017.1	0	0	0	0.210098	0.195681	0.201877	0	0.839546	0.107455	0.22056	1.26622	1.39474	2.03112
OFUSG19018.1	0	0	0	0	0	1.76753	0	0	0	0.317258	2.207	3.10793	4.00666
OFUSG19019.1	0	0	0	0.278723	0.129077	0.133825	0.471265	0.737395	0	0.581766	2.45326	3.47197	2.77109
OFUSG19020.1	0.0649062	0	0	0.138018	0.0646734	0	0.776806	1.47979	4.94809	3.88537	11.8173	10.8344	1.34467
OFUSG19021.1	0.219115	0.0474975	0	0.278696	2.92991	2.50495	11.5006	13.0904	25.0845	18.9042	71.0314	41.9809	2.04744
OFUSG19022.1	0.116204	0.0780877	2.50509	3.83255	14.0864	10.0968	15.161	18.7608	20.7652	22.1001	20.7903	15.8394	4.58486
OFUSG19023.1	0.411094	0.249386	0.897607	1.35805	1.10376	2.90578	0.183374	2.3004	0.351346	2.27166	0.195307	1.9341	0.451795
OFUSG19024.1	100.383	111.3	36.2751	78.4141	40.2853	61.6107	31.1846	46.7142	36.9679	51.8222	56.2695	45.8961	57.4892
OFUSG19025.1	1.41138	1.12237	1.67597	3.44474	3.86567	4.80308	2.32192	5.10097	5.67385	11.074	20.9848	20.7701	26.0311
OFUSG19026.1	32.1935	20.2319	26.4198	24.6143	30.3944	24.2271	33.0519	35.4418	42.4002	42.1314	27.8437	47.6774	10.5901
OFUSG19027.1	1.02742	0.800878	0.485147	1.23748	2.33758	2.32691	1.66418	3.85928	3.66796	6.11534	10.7939	13.0733	3.98501
OFUSG19028.1	0.201903	2.90637	0.277262	4.03289	1.08685	2.84544	0.793133	2.3981	24.6031	30.5901	64.5478	65.4107	4.79389
OFUSG19029.1	8.71192	16.9399	10.2349	15.6493	11.7878	14.8541	8.54083	13.5336	7.28952	13.3632	4.04518	7.25333	3.53882
OFUSG19030.1	1.03171	0.0972634	0.0906444	0.380418	0.358068	0.824239	0.107034	0.597375	0.667279	1.4445	3.03849	2.96949	2.41645
OFUSG19031.1	0.116374	0.0745421	0.225146	1.2178	2.5038	2.62648	5.35259	6.04609	5.83396	9.67074	13.5698	14.8506	2.72308
OFUSG19032.1	31.8234	40.5416	48.3042	39.2778	39.6217	37.1616	33.1553	33.4248	20.8822	24.2189	12.0341	17.8953	11.2947
OFUSG19033.1	0.117582	0.127967	19.4187	12.053	15.0625	17.2485	12.7935	13.9679	6.60789	15.6242	17.9372	25.2523	18.9817
OFUSG19034.1	0	0	1.23541	1.66539	5.94274	8.1503	14.5599	11.7093	18.171	20.7636	33.6346	24.3282	21.8311
OFUSG19034.2	0.16637	0	1.35132	3.43003	7.36315	9.32157	22.0686	25.6796	15.4451	14.049	11.3305	14.1496	11.6269
OFUSG19035.1	0	1.83142	3.27569	5.10182	6.27129	7.81991	6.32649	10.3223	8.5449	9.75306	4.98156	6.98187	11.1654
OFUSG19035.2	2.49272	1.07499	0.594653	2.5778	1.0008	0.700332	0.530816	0.503439	0.50575	1.87949	1.26896	0.453729	0.861422
OFUSG19036.1	23.4272	36.1058	48.3979	45.9897	29.1426	35.1998	27.9059	28.1461	23.456	18.9752	12.0466	17.4482	10.2134
OFUSG19037.1	7.70909	5.08893	7.71814	17.821	13.0591	19.895	7.34627	19.7124	15.817	22.9042	29.0217	28.4584	29.0113
OFUSG19038.1	0.635719	0	1.00344	0.652101	1.65777	1.05311	0.600527	0.774668	1.31905	0.721342	0.501343	0.387908	0.431551
OFUSG19039.1	1.3665	0.313412	2.53287	1.97522	1.47935	3.24893	0.420168	1.04632	0.31708	1.5597	2.02188	0.53111	1.76612
OFUSG19040.1	0.185685	2.02294	0.431298	1.37725	0.206288	2.89837	0.448803	1.39856	0.565149	2.08572	0.0518438	0.603746	0.862122
OFUSG19041.1	2.21505	1.45239	17.3215	31.9038	32.2648	42.0614	23.5217	40.6135	31.6264	35.2502	31.3624	33.0474	33.4415
OFUSG19042.1	0.0186586	0	0.0556253	0.0591125	0	0.0189973	0	0.0711214	0.0195547	0.013983	0.0203361	0.0229535	0
OFUSG19043.1	0	0.0211886	0	0.0623553	0.0393362	0.100192	0	0.0562549	0	0.0442423	0	0.0172854	0.0469113
OFUSG19044.1	13.4245	11.9422	58.8939	67.9097	57.9164	59.284	28.0175	33.4723	34.4288	29.0589	61.6077	34.3813	46.3841
OFUSG19045.1	0.122473	0.231458	1.65548	1.61953	1.10086	0.905132	0.765418	1.19529	0.516646	1.94977	0.344906	0.476696	4.52094
OFUSG19046.1	1.08725	23.1443	7.10298	31.4245	4.96042	26.2434	1.85248	5.54558	0.738865	2.59731	11.0165	9.3098	7.35072
OFUSG19047.1	13.1389	13.6925	27.6144	46.4335	24.5836	34.5648	7.68235	14.702	6.08541	8.34735	3.60245	5.48362	2.80446
OFUSG19048.1	3.02758	4.48999	2.26496	11.8006	2.55574	4.77777	0.680314	2.99966	0.835194	1.27068	0.896371	1.38232	0.567284
OFUSG19049.1	3.21895	6.56626	3.62542	12.536	4.08867	6.05803	1.4457	4.41497	0.931308	1.84727	0.630266	1.46361	0.566368
OFUSG19050.1	50.8409	62.8207	14.3719	19.9928	10.5371	18.1057	9.94693	15.5508	10.0695	10.4204	5.36265	8.88257	5.37781
OFUSG19051.1	4.13766	0.471086	2.11539	1.38341	4.27582	3.22069	8.9949	4.90547	22.344	6.30749	5.94234	7.3744	3.74795
OFUSG19052.1	0.942591	0.276605	1.82124	0.778472	3.90473	1.6012	2.66544	3.73667	5.07513	2.21901	0.400057	0.530286	3.77154
OFUSG19053.1	0.255611	0.0878457	0	0.877382	0.0799031	0.246633	0	0.152405	0.0868852	0.0638275	0	0.0137696	0
OFUSG19054.1	0	1.13241	1.2455	4.99841	0.289111	4.20508	0.352459	1.10125	0.324713	0.326037	0.268793	0.134214	0.0978964
OFUSG19055.1	48.4306	62.1315	116.163	74.8484	103.349	101.62	125.341	111.712	106.574	96.7324	18.8143	36.961	17.1585
OFUSG19056.1	0.59185	0.81964	0.315569	0.468932	11.5124	4.84347	31.6327	26.2816	15.1055	16.0931	4.07244	2.46607	0.302092
OFUSG19057.1	4.26384	19.1658	11.8898	2.61123	6.47367	3.55782	3.14839	3.85733	2.23519	4.22344	1.11946	2.06139	0.662349
OFUSG19058.1	8.88465	15.4639	13.1895	14.4449	17.9071	21.9502	19.3079	21.2078	15.6728	16.7334	13.4028	11.3223	10.0297
OFUSG19058.2	0	0	0	0	0.16505	0.596734	0	0.610198	0.371595	1.15781	4.79384	3.60318	4.80033
OFUSG19058.3	0.990632	0.614598	0	1.13743	4.5181	0.70436	6.20244	3.05754	2.98161	1.75744	2.29316	1.97388	2.41742
OFUSG19059.1	0.250239	0.780089	1.63961	3.41059	7.13792	7.31042	4.99571	7.78488	4.30408	5.33296	3.61921	3.31102	5.30276
OFUSG19060.1	0.233962	0	0	0	0.313412	0	0	0.105038	0.111094	0.0840845	0.010198	0.0456683	0.0226476
OFUSG19060.2	148.77	117.602	199.589	214.952	166.902	177.871	128.136	124.619	98.0291	94.4239	99.9225	80.5885	91.4095
OFUSG19061.1	0.0749341	0.547039	0	0.721822	0.550545	0.443132	0.523575	0	0	0.193165	0	0	0.167976
OFUSG19061.2	0.0494282	0	0.449187	0.152937	0.435957	0.590304	1.03227	2.51302	4.09604	2.28647	3.08989	2.16011	2.02577
OFUSG19062.1	0.0477894	0.309084	0	0	0	0	0.458614	0	1.31332	0.493232	0.345772	0.112724	0.81395
OFUSG19062.2	0	0	0.271377	0.863482	0.839242	1.08668	4.17943	5.73064	19.1125	18.7351	32.361	21.1541	10.9874
OFUSG19063.1	0.199221	0.301964	0.922967	1.7305	0.755625	2.52052	6.22243	11.7534	9.33164	8.32621	5.18423	4.88609	1.5835
OFUSG19064.1	0.11554	2.01136	1.58909	1.16579	1.90065	1.59435	1.58845	1.53735	7.78758	9.77429	21.3434	16.9275	22.2325
OFUSG19065.1	0.128882	0	10.292	2.19703	11.305	3.07276	6.40823	1.74314	2.33189	1.66096	1.20076	0.806379	21.2193
OFUSG19065.2	0	0.0913562	0	0.249822	0	0	0	0	0	0	0	5.96764e-07	0
OFUSG19066.1	0.62828	0.15592	2.79682	1.54431	2.94734	3.02713	5.27067	2.80955	5.65458	1.52867	0.726228	0.521586	2.90042
OFUSG19067.1	5.44623	0	0.532752	1.08055	1.00057	0.529455	0	0	0	0	0	0.898222	0.759903
OFUSG19068.1	1.93901	0.21877	0.411075	0.284408	1.9318	0.683989	0.720344	0.381047	0.431155	0.150083	0.483324	0.184531	0.937377
OFUSG19069.1	40.0585	25.1077	1046.42	642.772	1377.86	1081.38	1023.01	862.166	432.265	440.258	61.2823	75.3019	26.2999
OFUSG19070.1	0	0.301459	0.496049	0.220385	0.137571	0.141323	0.413482	0.0655847	0	0	3.33652	3.30216	4.84382
OFUSG19071.1	0.0191881	0.15742	0.165388	0.259999	0.183231	0.149908	0.592829	0.992779	4.99258	5.21884	5.41848	8.27042	3.33048
OFUSG19072.1	0.755796	0.704862	2.81982	1.96642	2.67191	2.65026	2.32829	1.29468	1.03742	0.848446	0.897527	0.695998	0.72422
OFUSG19073.1	0.449272	0.327254	0.0771113	1.99321	0.14909	3.9093	0.179494	1.27964	0.161655	3.19236	0.174404	0.952452	0.0866917
OFUSG19074.1	0	0	0.29679	0.0696058	0.229887	0.167662	1.01826	2.19167	5.10459	11.2592	4.49378	5.71937	2.36673
OFUSG19075.1	0.0622746	11.6685	0.57266	4.76535	0.186204	2.67468	0.521502	2.01173	0.400713	2.0975	3.45747	3.19118	4.26766
OFUSG19076.1	0.0739086	0	1.52129	0.472106	1.91338	0.907831	2.74597	1.47367	1.11635	2.43267	81.0965	63.0747	53.55
OFUSG19077.1	4.73408	6.90905	10.7152	9.27411	10.6128	10.5647	7.27737	7.74252	10.7595	7.3117	10.4282	10.6155	6.82658
OFUSG19077.2	14.2485	6.88062	4.11656	7.55514	9.83365	10.1796	11.4134	12.9139	5.09045	10.5715	7.32991	7.50378	10.9773
OFUSG19078.1	1.33872	2.29048	1.89498	2.94394	4.49144	3.97566	6.6331	6.19364	5.33292	4.88584	5.28559	5.34721	5.51316
OFUSG19079.1	0.947137	0.1167	3.70371	3.16065	6.9024	5.79008	8.04843	9.05195	4.31075	4.05845	0.781168	0.815604	0.705129
OFUSG19080.1	3.4707	2.16872	3.52904	1.72845	4.36187	3.65592	4.9328	3.48362	3.06598	3.78802	2.23171	1.95158	1.90416
OFUSG19081.1	0	0.0385843	0.253105	2.22857	2.36107	3.45144	3.35801	3.43361	0.877086	1.4869	0.249419	0.491264	0.0762794
OFUSG19082.1	4.74952	1.8949	3.81211	2.48533	6.03688	3.8049	5.25666	3.2629	4.65369	3.34542	4.23826	3.97047	3.73197
OFUSG19083.1	8.39181	11.2678	7.14665	6.16081	5.49002	6.26037	6.10288	6.24616	4.56648	5.72374	3.74461	4.29851	4.82791
OFUSG19084.1	0.0249548	0.161446	0.199177	0.659437	0.249322	0.33051	0.0296804	0.0713103	0.0787188	0.916219	0.824124	0.317183	49.0708
OFUSG19085.1	2.91495	3.43348	2.15574	5.96102	4.92239	6.27357	4.15652	7.88386	8.04879	7.82963	10.3013	9.31022	11.712
OFUSG19086.1	0.388719	0.119846	1.80379	0.616572	0.943006	0.509318	0.660759	0.158655	0.32162	12.1489	1.65653	0.833911	10.2549
OFUSG19087.1	3.36503	0.944972	1.59167	1.45261	1.03654	1.39903	1.13939	1.54155	2.51171	3.98266	3.64664	3.12997	7.24931
OFUSG19088.1	6.25579	3.89304	0.328386	2.9114	1.17744	4.10752	0.975061	3.71059	2.07481	5.76602	6.44241	6.89843	10.5065
OFUSG19089.1	18.1325	32.4076	12.8735	15.0785	18.2181	25.9646	28.8097	25.7954	27.4584	46.6721	28.2961	41.0409	23.4361
OFUSG19090.1	0.837837	0.709234	1.09825	1.19564	16.4382	8.13694	36.7627	25.3447	57.455	29.9879	42.8664	52.4455	14.9594
OFUSG19091.1	310.782	365.857	245.689	238.095	205.046	188.964	219.953	218.514	213.141	224.051	133.288	197.005	164.828
OFUSG19092.1	0.294004	0.237331	0.127799	0.0776167	0.202031	0.0374166	0.152828	0.105064	0.673924	2.20332	12.2906	6.57393	4.58935
OFUSG19093.1	223.971	230.659	26.923	40.3897	13.313	18.4228	9.04316	11.6014	8.00359	9.69236	4.40645	7.82105	2.87141
OFUSG19094.1	1.10807	0.673847	14.8422	21.7353	9.64621	11.6177	6.68195	13.5143	9.58797	16.2898	32.2745	31.6377	39.8423
OFUSG19095.1	8.17241	5.96386	9.06947	5.98624	10.8588	6.83069	8.07042	6.63886	6.49294	7.18376	4.93931	6.3611	5.38508
OFUSG19096.1	32.2919	24.6683	22.3872	14.4708	16.2879	12.5095	11.728	9.0527	9.78594	8.87865	13.5476	12.811	11.1562
OFUSG19097.1	46.5304	30.9569	60.3867	67.8259	49.9961	59.286	35.0235	39.5906	27.784	26.9847	23.1765	21.686	21.5217
OFUSG19098.1	2.68649	1.96543	3.67849	11.6113	6.24478	9.31701	3.27184	7.41896	6.16614	7.24806	8.69934	8.29342	6.77123
OFUSG19099.1	70.4109	70.8933	61.8728	102.735	59.2034	54.9757	34.7495	48.7597	46.4897	44.1228	34.4689	30.5024	29.5715
OFUSG19099.2	0.498114	27.8975	5.36766	0.190159	7.76864e-05	6.12937	0	0.0120697	6.39943e-07	7.43801e-09	4.62027	5.03345	9.08063
OFUSG19099.3	238.859	258.932	10.2147	51.0649	11.1018	12.3473	5.17359	11.1068	6.52915	10.9612	8.02249	7.2217	5.2791
OFUSG19099.4	6.56571	2.06201	0.021099	20.7595	15.6087	17.2806	12.9237	22.6394	16.2068	22.0515	6.56369	13.7338	19.3211
OFUSG19099.5	31.0365	1.06636	12.1969	7.13627	12.4594	18.5735	9.60511	3.19169	0	5.23394	0	1.76911e-06	0.770025
OFUSG19100.1	194.445	184.529	29.8485	27.5219	17.3627	11.5794	9.72076	7.38886	7.17342	7.81162	12.5711	11.5672	16.4942
OFUSG19100.2	236.429	245.132	178.805	180.756	158.625	172.92	134.399	118.815	98.558	109.3	52.3329	60.0163	65.8752
OFUSG19100.3	5.41122	2.90329	1.70894	2.02556	7.93604	3.72746	7.91071	5.54638	6.35246	9.97571	3.82886	2.8278	5.04516
OFUSG19101.1	244.577	148.488	98.9561	156.744	159.814	181.404	102.558	186.671	136.298	178.394	11.3708	44.4875	8.43889
OFUSG19102.1	147.256	117.399	26.0409	126.731	63.6183	91.8114	24.6426	102.928	62.9517	103.97	7.31999	36.5949	7.78209
OFUSG19103.1	72.9317	52.6304	16.0913	61.2549	28.8049	35.1246	13.0575	49.208	29.6115	49.6502	3.58921	14.2611	2.23061
OFUSG19104.1	0	0	0	0.317089	0	0	0	0	0	0	0	0	0
OFUSG19104.2	80.7578	65.7303	7.53425	56.353	18.0739	22.2595	5.62472	25.2966	13.732	21.3822	1.33548	5.90974	1.4473
OFUSG19104.3	15.1325	18.6412	2.64908	28.5199	14.8556	26.7444	8.88708	39.5026	20.1655	37.9401	3.25382	21.4468	3.29232
OFUSG19105.1	7.3708	7.71359	15.9014	24.674	37.7117	40.6877	53.9848	65.8132	83.005	85.1012	5.12805	21.8264	3.22221
OFUSG19106.1	0.748813	1.58205	0.717233	0.828579	0.951613	0.624748	0.770255	0.87483	3.02067	1.68283	5.60857	4.0792	2.99149
OFUSG19107.1	92.0299	56.8579	17.0298	16.0494	11.4911	7.69744	8.23129	8.62364	11.0211	10.3299	13.5053	14.2987	11.4565
OFUSG19108.1	0.286055	0.217307	0.133617	0.106707	0.0841018	0.119903	0.0399757	0	0.177229	0.0634546	0.108865	0.0832124	0.151965
OFUSG19109.1	105.929	90.0683	162.025	129.12	121.993	115.637	80.482	90.2356	43.551	56.8028	26.9965	30.3506	31.9466
OFUSG19110.1	7.73137	8.39319	2.5926	5.5982	3.05087	3.52874	2.1449	4.38309	5.17887	6.06151	7.76288	7.03349	7.17301
OFUSG19111.1	1.44785	0.966987	3.17366	2.26821	5.80505	3.81593	5.12207	3.82049	3.7947	3.46101	1.64907	1.61452	2.083
OFUSG19112.1	0.452667	1.40141	0.466335	0.642701	0.300393	1.00407	0.361733	1.28926	0.407315	1.35429	2.36357	1.43916	67.0976
OFUSG19113.1	22.9325	15.5388	28.6106	35.9915	31.5709	25.7986	16.6763	19.8763	6.85867	11.349	5.37114	10.2706	6.69493
OFUSG19114.1	0	0	0.192351	0.26346	0.300472	0.616398	0	0.286487	0	0.292944	0	0.552462	42.9873
OFUSG19114.2	0.201635	0.218331	0.553079	0	0.263034	0	1.25005	0.135611	0.341978	0	0.112999	0	0.632712
OFUSG19115.1	75.9076	31.306	21.5135	16.7707	15.677	12.3715	12.63	12.0903	13.0313	14.0226	7.96371	15.3685	7.74508
OFUSG19116.1	32.9808	43.0881	14.7283	16.0949	11.8884	9.21357	9.26401	8.53536	10.0782	9.70675	7.10093	6.94538	5.38941
OFUSG19117.1	4.65296	0.345005	21.0078	1.76407	20.1721	0.484433	13.4293	0.374275	6.48229	0.412812	2.32498	6.34053	1.46713
OFUSG19118.1	0.489338	0.859762	0.631225	0.430486	0.847893	0.796966	1.4918	1.89661	2.61229	1.65032	3.3926	3.13025	3.23889
OFUSG19119.1	4.87662	5.84184	232.009	166.418	104.386	153.707	57.4655	50.4933	19.7671	16.2677	1.10705	1.31419	0.153467
OFUSG19120.1	88.8532	81.6631	67.6454	89.4124	68.5581	85.871	99.8913	108.199	91.694	104.987	49.6671	87.7368	65.2645
OFUSG19121.1	13.5522	7.71709	2.17803	4.16253	2.49807	1.6299	1.49289	2.91528	2.79494	7.33749	5.23913	5.13196	6.15819
OFUSG19122.1	6.46861	8.48478	15.6345	23.4693	16.8223	19.549	8.72554	14.79	9.36661	13.7456	8.97918	8.89855	8.00747
OFUSG19123.1	26.6208	34.0173	24.6395	37.0409	27.4706	33.6131	14.6941	21.889	11.1741	15.4328	9.64073	8.59003	7.22783
OFUSG19124.1	82.7686	51.5332	51.9249	47.3181	38.4193	25.5439	17.3628	16.1265	17.9536	13.5911	17.4464	14.524	17.4949
OFUSG19125.1	47.472	50.3443	23.9815	22.1524	17.7348	18.7673	17.2899	13.1382	12.799	10.9925	10.8225	9.47481	10.1061
OFUSG19126.1	38.0244	30.3426	50.3868	80.9994	7.72696	11.1986	6.30997	7.41215	9.97695	10.3235	30.1793	20.7192	35.2896
OFUSG19127.1	0.351003	0.25261	2.10686	1.36124	3.41823	2.02727	6.78845	8.82956	10.7581	13.3459	18.4712	27.305	12.5985
OFUSG19128.1	0.883297	0.15282	5.39334	0.710653	2.75154	0.720667	3.03052	3.46398	11.7665	10.1896	9.78836	14.0295	9.39728
